row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn,tenure
4490,238-49-0436,A,15794413,Male,32,Normal,416,0,1,Health and beauty,8,12.984,32.46,272.664,4.9,0,64
4491,299-46-1805,B,15683168,Female,30,Member,572,0,1,Sports and travel,6,28.116,93.72,590.436,4.5,0,54
4492,509-29-3912,A,15775339,Female,29,Member,520,1,0,Sports and travel,9,17.424,38.72,365.904,4.2,0,1
4493,364-33-8584,B,15684367,Male,27,Member,555,0,0,Food and beverages,5,4.4075,17.63,92.5575,8.5,0,54
4494,471-06-8611,C,15589200,Male,34,Normal,617,1,0,Food and beverages,1,2.621,52.42,55.041,6.3,0,18
4495,195-06-0432,A,15786643,Male,32,Member,602,1,1,Home and lifestyle,3,12.1515,81.01,255.1815,9.3,0,3
4496,817-69-8206,B,15570681,Male,24,Normal,560,1,0,Electronic accessories,9,44.8785,99.73,942.4485,6.5,0,1
4497,378-07-7001,B,15612667,Male,42,Member,680,1,0,Electronic accessories,3,7.2135,48.09,151.4835,7.8,0,72
4498,372-94-8041,A,15598846,Female,44,Normal,700,1,0,Health and beauty,6,4.578,15.26,96.138,9.8,0,60
4499,499-27-7781,B,15721307,Male,37,Normal,694,1,0,Food and beverages,8,21.284,53.21,446.964,5,0,11
4500,237-44-6163,A,15810444,Female,39,Normal,562,1,0,Electronic accessories,8,4.224,10.56,88.704,7.6,1,12
4501,865-41-9075,A,15778959,Female,36,Normal,606,0,1,Food and beverages,7,4.0355,11.53,84.7455,8.1,0,61
4502,493-65-6248,C,15587735,Male,39,Member,850,1,1,Sports and travel,10,18.49,36.98,388.29,7,0,39
4503,647-50-1224,A,15633818,Male,32,Normal,786,1,0,Fashion accessories,10,14.71,29.42,308.91,8.9,0,55
4504,176-64-7711,B,15797010,Female,31,Normal,649,1,0,Food and beverages,3,4.848,32.32,101.808,4.3,0,17
4505,365-64-0515,A,15780124,Male,74,Normal,841,0,1,Electronic accessories,5,11.7375,46.95,246.4875,7.1,0,37
4506,537-72-0426,C,15793346,Female,72,Member,602,1,1,Fashion accessories,10,35.495,70.99,745.395,5.7,0,72
4507,378-24-2715,B,15668142,Male,37,Normal,700,1,1,Home and lifestyle,2,5.344,53.44,112.224,4.1,0,72
4508,468-99-7231,C,15727041,Male,71,Normal,624,1,1,Home and lifestyle,8,17.604,44.01,369.684,8.8,0,8
4509,745-71-3520,A,15705657,Female,44,Member,535,1,1,Electronic accessories,7,8.827,25.22,185.367,8.2,0,22
4510,243-47-2663,C,15705953,Male,51,Member,721,1,0,Electronic accessories,6,5.631,18.77,118.251,5.5,1,1
4511,628-90-8624,B,15707144,Male,25,Member,571,1,0,Health and beauty,10,41.29,82.58,867.09,5,0,38
4512,189-08-9157,C,15623063,Male,35,Normal,651,1,0,Fashion accessories,9,14.2785,31.73,299.8485,5.9,1,17
4513,534-53-3526,A,15585595,Female,28,Normal,774,0,1,Sports and travel,4,18.952,94.76,397.992,7.8,0,70
4514,628-90-8624,B,15591932,Male,32,Member,680,1,0,Health and beauty,10,41.29,82.58,867.09,5,0,72
4515,528-14-9470,A,15807003,Male,32,Member,762,1,0,Health and beauty,1,4.565,91.3,95.865,9.2,0,28
4516,181-94-6432,C,15722479,Male,37,Member,707,0,1,Fashion accessories,2,6.933,69.33,145.593,9.7,0,15
4517,626-43-7888,C,15642833,Female,30,Normal,608,1,0,Fashion accessories,8,24.164,60.41,507.444,9.6,0,72
4518,845-94-6841,C,15734714,Female,29,Member,559,1,0,Food and beverages,9,32.796,72.88,688.716,4,0,11
4519,319-50-3348,B,15771154,Female,73,Normal,683,1,1,Home and lifestyle,2,4.03,40.3,84.63,4.4,0,8
4520,573-58-9734,B,15628558,Female,44,Normal,447,1,1,Fashion accessories,3,4.5555,30.37,95.6655,5.1,0,57
4521,420-04-7590,B,15766776,Male,41,Normal,576,1,1,Home and lifestyle,3,14.955,99.7,314.055,4.7,0,1
4522,518-17-2983,A,15656293,Male,35,Normal,786,1,0,Fashion accessories,4,9.726,48.63,204.246,7.6,0,46
4523,189-17-4241,A,15807989,Male,37,Normal,681,1,1,Fashion accessories,2,8.767,87.67,184.107,7.7,0,30
4524,891-58-8335,B,15684999,Female,26,Member,850,0,1,Sports and travel,7,10.3635,29.61,217.6335,6.5,0,10
4525,869-11-3082,B,15619699,Male,31,Member,558,1,0,Health and beauty,4,19.232,96.16,403.872,8.4,0,23
4526,257-73-1380,C,15811200,Female,34,Member,831,0,0,Sports and travel,4,16.586,82.93,348.306,9.6,0,32
4527,272-27-9238,C,15676715,Male,68,Normal,640,1,1,Food and beverages,4,8.248,41.24,173.208,7.1,0,13
4528,373-14-0504,A,15762134,Male,59,Member,506,1,1,Sports and travel,2,7.163,71.63,150.423,8.8,0,39
4529,732-67-5346,A,15743760,Male,31,Normal,850,1,1,Food and beverages,5,3.4475,13.79,72.3975,7.8,0,44
4530,544-32-5024,C,15638751,Female,41,Member,838,1,0,Food and beverages,4,9.958,49.79,209.118,6.4,0,9
4531,451-28-5717,C,15579207,Male,37,Member,545,1,0,Home and lifestyle,6,24.951,83.17,523.971,7.3,0,67
4532,815-11-1168,A,15601848,Male,35,Member,594,1,0,Food and beverages,5,24.945,99.78,523.845,5.4,0,9
4533,829-49-1914,C,15690440,Male,47,Member,656,1,1,Food and beverages,10,39.155,78.31,822.255,6.6,0,15
4534,153-58-4872,C,15586425,Male,28,Member,579,1,1,Food and beverages,4,14.978,74.89,314.538,4.2,0,71
4535,741-73-3559,B,15752984,Female,70,Normal,737,1,1,Sports and travel,5,16.8175,67.27,353.1675,6.9,0,1
4536,400-80-4065,C,15730044,Female,42,Member,809,0,1,Health and beauty,4,13.71,68.55,287.91,9.2,1,30
4537,689-05-1884,A,15662662,Female,30,Member,573,1,0,Health and beauty,10,24.315,48.63,510.615,8.8,0,1
4538,765-26-6951,A,15777599,Male,34,Normal,746,1,1,Sports and travel,6,21.783,72.61,457.443,6.9,0,17
4539,807-34-3742,A,15616172,Male,31,Normal,838,1,0,Fashion accessories,1,2.619,52.38,54.999,5.8,0,3
4540,559-61-5987,B,15698117,Male,41,Normal,701,0,1,Health and beauty,1,0.8875,17.75,18.6375,8.6,0,67
4541,848-07-1692,B,15801924,Female,27,Normal,754,0,0,Health and beauty,2,5.722,57.22,120.162,8.3,0,1
4542,210-30-7976,B,15591985,Female,51,Member,708,1,1,Fashion accessories,4,4.464,22.32,93.744,4.1,1,1
4543,176-78-1170,C,15734438,Female,29,Member,590,1,0,Health and beauty,3,5.0715,33.81,106.5015,7.3,0,32
4544,426-39-2418,C,15751788,Male,28,Normal,850,1,1,Electronic accessories,7,21.4935,61.41,451.3635,9.8,0,41
4545,241-72-9525,B,15698510,Male,42,Normal,468,1,0,Sports and travel,10,25.955,51.91,545.055,8.2,0,1
4546,649-11-3678,C,15673599,Male,32,Normal,618,0,1,Food and beverages,9,10.3185,22.93,216.6885,5.5,0,1
4547,120-54-2248,B,15731246,Male,40,Normal,628,1,0,Food and beverages,5,7.215,28.86,151.515,8,0,12
4548,648-83-1321,A,15776494,Male,61,Member,754,1,1,Home and lifestyle,10,31.78,63.56,667.38,4.3,1,62
4549,359-90-3665,B,15604891,Female,38,Member,624,1,0,Fashion accessories,4,3.616,18.08,75.936,9.5,0,22
4550,484-22-8230,C,15609286,Male,37,Member,702,1,1,Fashion accessories,7,18.1615,51.89,381.3915,4.5,0,17
4551,750-67-8428,A,15598695,Female,68,Member,834,0,1,Health and beauty,7,26.1415,74.69,548.9715,9.1,0,72
4552,592-46-1692,C,15681550,Female,41,Member,614,1,1,Food and beverages,7,12.8695,36.77,270.2595,7.4,0,56
4553,587-03-7455,C,15797276,Female,41,Member,662,1,0,Fashion accessories,7,34.2265,97.79,718.7565,4.9,1,9
4554,110-05-6330,C,15567063,Female,34,Normal,766,0,1,Food and beverages,6,11.829,39.43,248.409,9.4,1,72
4555,198-66-9832,B,15707962,Male,40,Member,606,1,0,Fashion accessories,2,7.204,72.04,151.284,9.5,0,20
4556,873-51-0671,A,15809248,Female,36,Member,524,1,0,Sports and travel,7,7.693,21.98,161.553,5.1,0,19
4557,743-88-1662,C,15667871,Male,35,Normal,572,1,0,Sports and travel,7,33.4215,95.49,701.8515,8.7,0,2
4558,807-14-7833,A,15626787,Female,31,Member,698,0,0,Electronic accessories,10,8.71,17.42,182.91,7,1,53
4559,372-94-8041,A,15802585,Female,41,Normal,634,1,1,Health and beauty,6,4.578,15.26,96.138,9.8,0,27
4560,101-81-4070,C,15653773,Female,38,Member,457,1,1,Health and beauty,2,6.282,62.82,131.922,4.9,0,6
4561,160-22-2687,A,15580935,Male,33,Member,687,1,0,Health and beauty,5,23.9875,95.95,503.7375,8.8,0,9
4562,634-97-8956,A,15574122,Male,34,Normal,817,0,0,Food and beverages,3,4.935,32.9,103.635,9.1,0,8
4563,307-83-9164,A,15614034,Male,61,Member,607,1,1,Home and lifestyle,4,12.002,60.01,252.042,4.5,0,71
4564,565-91-4567,B,15699047,Female,21,Normal,674,1,1,Health and beauty,8,4.3,10.75,90.3,6.2,0,10
4565,692-92-5582,B,15592389,Male,27,Member,684,1,1,Food and beverages,3,8.226,54.84,172.746,5.9,0,1
4566,613-59-9758,C,15670492,Male,28,Normal,737,1,0,Sports and travel,10,7.18,14.36,150.78,5.4,0,71
4567,401-18-8016,B,15591995,Male,26,Member,757,1,1,Sports and travel,1,4.9065,98.13,103.0365,8.9,0,68
4568,277-63-2961,B,15713378,Male,38,Member,711,0,0,Sports and travel,1,3.6985,73.97,77.6685,5.4,0,34
4569,831-81-6575,B,15640280,Male,39,Member,850,0,1,Electronic accessories,9,34.0155,75.59,714.3255,8,0,26
4570,243-47-2663,C,15801218,Male,49,Member,675,0,1,Electronic accessories,6,5.631,18.77,118.251,5.5,1,22
4571,239-48-4278,A,15785865,Male,58,Member,711,1,1,Food and beverages,7,3.5455,10.13,74.4555,8.3,0,7
4572,420-04-7590,B,15729110,Female,42,Normal,729,1,0,Home and lifestyle,3,14.955,99.7,314.055,4.7,1,20
4573,346-12-3257,B,15769548,Female,37,Member,668,1,0,Electronic accessories,9,8.658,19.24,181.818,8,0,60
4574,597-78-7908,C,15788442,Female,57,Normal,681,0,1,Fashion accessories,3,13.533,90.22,284.193,6.2,0,72
4575,299-46-1805,B,15597385,Male,41,Member,573,0,1,Sports and travel,6,28.116,93.72,590.436,4.5,0,72
4576,766-85-7061,B,15758775,Male,34,Normal,820,1,1,Health and beauty,10,43.935,87.87,922.635,5.1,0,4
4577,472-15-9636,A,15632280,Female,53,Normal,544,1,0,Home and lifestyle,8,20.372,50.93,427.812,9.2,1,16
4578,370-41-7321,B,15708289,Male,25,Member,793,0,0,Health and beauty,9,25.5105,56.69,535.7205,8.4,0,62
4579,250-17-5703,A,15732621,Male,34,Member,663,1,1,Food and beverages,10,9.425,18.85,197.925,5.6,0,10
4580,176-78-1170,C,15729435,Male,40,Member,623,1,1,Health and beauty,3,5.0715,33.81,106.5015,7.3,0,31
4581,600-38-9738,C,15713769,Male,38,Member,617,1,1,Sports and travel,5,17.98,71.92,377.58,4.3,0,71
4582,565-80-5980,C,15738785,Male,26,Member,545,0,1,Home and lifestyle,4,9.476,47.38,198.996,7.1,0,58
4583,470-31-3286,B,15782360,Male,65,Normal,743,1,1,Health and beauty,3,2.223,14.82,46.683,8.7,1,70
4584,453-63-6187,B,15729359,Female,29,Normal,837,1,1,Electronic accessories,3,4.125,27.5,86.625,6.5,0,71
4585,133-77-3154,B,15751710,Male,31,Member,729,1,1,Fashion accessories,4,12.036,60.18,252.756,9.4,0,69
4586,670-79-6321,B,15796413,Male,46,Member,794,1,0,Home and lifestyle,7,33.1065,94.59,695.2365,4.9,0,1
4587,727-46-3608,B,15767871,Male,48,Member,784,1,1,Food and beverages,9,9.0045,20.01,189.0945,4.1,0,72
4588,778-89-7974,C,15756272,Female,35,Normal,526,1,0,Health and beauty,6,21.063,70.21,442.323,7.4,1,26
4589,831-07-6050,A,15710161,Female,34,Normal,850,1,1,Electronic accessories,5,8.1775,32.71,171.7275,9.9,0,33
4590,556-72-8512,C,15625824,Male,30,Normal,596,1,0,Home and lifestyle,1,1.148,22.96,24.108,4.3,1,10
4591,541-89-9860,C,15619130,Female,37,Member,752,1,1,Fashion accessories,3,12.072,80.48,253.512,8.1,0,57
4592,275-28-0149,A,15641122,Male,30,Normal,684,1,0,Sports and travel,1,3.1845,63.69,66.8745,6,0,10
4593,531-56-4728,A,15635728,Male,41,Normal,693,0,0,Home and lifestyle,3,12.012,80.08,252.252,5.4,0,39
4594,359-94-5395,B,15799925,Male,60,Normal,800,1,1,Health and beauty,1,4.639,92.78,97.419,9.8,0,11
4595,420-11-4919,C,15770174,Male,29,Member,762,1,0,Food and beverages,5,17.8475,71.39,374.7975,5.5,0,21
4596,207-73-1363,B,15658032,Male,39,Normal,701,1,1,Health and beauty,2,6.951,69.51,145.971,8.1,0,68
4597,816-57-2053,A,15626900,Male,29,Normal,427,1,1,Sports and travel,2,6.087,60.87,127.827,8.7,0,18
4598,135-13-8269,B,15581893,Male,43,Member,747,0,1,Food and beverages,2,7.888,78.88,165.648,9.1,1,6
4599,127-47-6963,A,15741745,Male,28,Normal,757,1,1,Health and beauty,4,10.342,51.71,217.182,9.8,0,18
4600,699-88-1972,B,15704014,Male,37,Normal,738,1,0,Health and beauty,8,39.664,99.16,832.944,4.2,0,52
4601,650-98-6268,B,15715079,Male,41,Member,465,1,0,Food and beverages,3,3.1305,20.87,65.7405,8,0,56
4602,333-73-7901,C,15668679,Male,31,Normal,630,1,1,Health and beauty,8,21.968,54.92,461.328,7.6,0,45
4603,291-55-6563,A,15574795,Female,38,Member,495,1,1,Home and lifestyle,6,10.326,34.42,216.846,7.5,0,67
4604,126-54-1082,A,15666166,Female,74,Member,653,1,1,Home and lifestyle,9,9.693,21.54,203.553,8.8,0,3
4605,744-02-5987,A,15797595,Female,40,Member,709,1,1,Home and lifestyle,6,23.514,78.38,493.794,5.8,0,65
4606,125-45-2293,A,15608873,Male,51,Normal,665,0,0,Fashion accessories,6,29.73,99.1,624.33,4.2,0,63
4607,744-09-5786,B,15722583,Female,29,Normal,636,1,1,Electronic accessories,6,6.603,22.01,138.663,7.6,0,11
4608,406-46-7107,A,15766667,Male,36,Normal,717,0,1,Home and lifestyle,6,28.956,96.52,608.076,4.5,0,1
4609,523-38-0215,C,15735572,Male,59,Normal,629,1,1,Home and lifestyle,1,1.85,37,38.85,7.9,1,55
4610,805-86-0265,A,15801125,Female,32,Normal,627,1,0,Home and lifestyle,9,42.282,93.96,887.922,9.8,0,25
4611,699-01-4164,C,15656176,Male,57,Normal,501,1,1,Health and beauty,4,8.3,41.5,174.3,8.2,0,72
4612,549-96-4200,C,15722404,Female,30,Member,445,1,1,Food and beverages,4,3.408,17.04,71.568,7,0,72
4613,652-43-6591,A,15600813,Male,50,Normal,717,1,1,Fashion accessories,8,38.916,97.29,817.236,6.2,0,65
4614,225-32-0908,C,15715510,Male,29,Normal,768,1,1,Sports and travel,10,22.43,44.86,471.03,8.2,0,54
4615,670-79-6321,B,15703614,Male,48,Member,564,1,0,Home and lifestyle,7,33.1065,94.59,695.2365,4.9,0,7
4616,288-62-1085,A,15591344,Male,42,Member,715,1,1,Fashion accessories,5,9.635,38.54,202.335,5.6,0,72
4617,279-74-2924,B,15655007,Female,33,Member,758,0,0,Electronic accessories,1,3.6085,72.17,75.7785,6.1,0,21
4618,595-27-4851,A,15795429,Male,24,Normal,487,1,1,Fashion accessories,7,18.998,54.28,398.958,9.3,0,2
4619,510-95-6347,B,15803908,Male,45,Member,628,1,1,Food and beverages,3,7.278,48.52,152.838,4,0,4
4620,733-29-1227,C,15672132,Female,42,Normal,695,0,0,Home and lifestyle,7,19.4635,55.61,408.7335,8.5,0,3
4621,361-85-2571,A,15610165,Female,26,Normal,761,1,1,Sports and travel,5,22.37,89.48,469.77,7.4,0,72
4622,834-45-5519,B,15717770,Female,55,Normal,850,0,0,Electronic accessories,4,8.6,43,180.6,7.6,1,6
4623,153-58-4872,C,15696637,Female,23,Member,571,0,1,Food and beverages,4,14.978,74.89,314.538,4.2,0,52
4624,641-51-2661,C,15736578,Male,39,Member,539,1,1,Food and beverages,10,43.55,87.1,914.55,9.9,0,69
4625,585-11-6748,B,15661532,Female,31,Member,650,0,0,Sports and travel,3,14.52,96.8,304.92,5.3,0,8
4626,871-79-8483,B,15610042,Male,33,Normal,574,1,0,Fashion accessories,5,23.5325,94.13,494.1825,4.8,0,8
4627,238-49-0436,A,15699340,Male,37,Normal,680,1,0,Health and beauty,8,12.984,32.46,272.664,4.9,0,63
4628,437-58-8131,B,15747000,Male,27,Normal,592,1,1,Fashion accessories,2,7.352,73.52,154.392,4.6,0,60
4629,471-06-8611,C,15636860,Male,43,Normal,625,1,0,Food and beverages,1,2.621,52.42,55.041,6.3,0,12
4630,537-72-0426,C,15582960,Female,33,Member,473,0,1,Fashion accessories,10,35.495,70.99,745.395,5.7,0,13
4631,552-44-5977,B,15711254,Female,35,Member,452,1,0,Health and beauty,8,24.8,62,520.8,6.2,0,22
4632,895-66-0685,B,15761950,Female,45,Member,652,1,1,Food and beverages,3,2.712,18.08,56.952,8,1,5
4633,868-52-7573,B,15665634,Female,38,Normal,645,1,1,Food and beverages,5,24.9225,99.69,523.3725,9.9,0,1
4634,648-83-1321,A,15771997,Female,31,Member,791,1,0,Home and lifestyle,10,31.78,63.56,667.38,4.3,0,72
4635,562-12-5430,A,15780056,Male,33,Member,660,1,0,Fashion accessories,3,13.2225,88.15,277.6725,7.9,0,2
4636,271-88-8734,C,15674551,Male,40,Member,535,1,0,Fashion accessories,10,48.605,97.21,1020.705,8.7,1,40
4637,545-46-3100,B,15729238,Male,48,Member,631,1,1,Electronic accessories,3,1.5885,10.59,33.3585,8.7,1,44
4638,583-41-4548,C,15581551,Male,41,Normal,850,1,1,Home and lifestyle,7,5.8345,16.67,122.5245,7.4,0,71
4639,250-81-7186,C,15759284,Female,37,Normal,750,1,1,Electronic accessories,1,4.9845,99.69,104.6745,8,1,2
4640,173-57-2300,C,15814267,Male,22,Member,550,1,1,Sports and travel,2,7.288,72.88,153.048,6.1,0,26
4641,471-06-8611,C,15698462,Male,36,Normal,532,1,1,Food and beverages,1,2.621,52.42,55.041,6.3,0,1
4642,527-09-6272,A,15581440,Female,48,Member,724,1,1,Electronic accessories,5,7.1125,28.45,149.3625,9.1,1,1
4643,583-72-1480,C,15639576,Male,26,Member,691,1,0,Electronic accessories,4,7.412,37.06,155.652,9.7,0,65
4644,752-23-3760,B,15720924,Female,34,Member,585,1,1,Sports and travel,7,22.428,64.08,470.988,7.3,0,3
4645,609-81-8548,A,15758056,Male,35,Member,558,0,0,Home and lifestyle,6,11.232,37.44,235.872,5.9,0,13
4646,329-62-1586,A,15602010,Female,45,Normal,850,1,0,Food and beverages,3,8.2005,54.67,172.2105,8.6,1,33
4647,406-46-7107,A,15641585,Male,40,Normal,850,0,1,Home and lifestyle,6,28.956,96.52,608.076,4.5,0,1
4648,286-75-7818,B,15654379,Male,59,Normal,588,1,1,Fashion accessories,2,6.908,69.08,145.068,6.9,0,4
4649,875-31-8302,B,15770214,Female,27,Normal,754,1,0,Sports and travel,1,4.669,93.38,98.049,9.6,0,2
4650,832-51-6761,A,15768244,Female,30,Normal,538,1,1,Food and beverages,8,13.552,33.88,284.592,9.6,0,72
4651,645-78-8093,A,15760177,Male,37,Normal,564,1,1,Sports and travel,2,9.314,93.14,195.594,4.1,0,37
4652,435-13-4908,A,15642063,Male,40,Member,692,0,0,Fashion accessories,8,34.672,86.68,728.112,7.2,0,15
4653,676-39-6028,A,15693199,Female,37,Member,739,1,0,Electronic accessories,5,16.11,64.44,338.31,6.6,1,23
4654,131-70-8179,A,15668032,Female,37,Member,577,1,1,Health and beauty,3,13.8135,92.09,290.0835,4.2,0,30
4655,628-34-3388,C,15663650,Male,52,Normal,698,1,0,Fashion accessories,6,8.214,27.38,172.494,7.9,1,42
4656,320-32-8842,C,15669293,Male,37,Member,517,0,1,Food and beverages,1,1.131,22.62,23.751,6.4,0,32
4657,840-19-2096,C,15678779,Male,33,Member,502,0,1,Electronic accessories,5,21.9775,87.91,461.5275,4.4,0,22
4658,191-29-0321,B,15698335,Female,73,Member,504,1,1,Fashion accessories,10,9.885,19.77,207.585,5,0,42
4659,289-15-7034,A,15650437,Male,32,Member,522,1,1,Sports and travel,4,16.466,82.33,345.786,7.5,0,8
4660,788-21-5741,A,15696859,Male,45,Normal,474,0,0,Fashion accessories,3,6.807,45.38,142.947,7.2,0,65
4661,602-80-9671,C,15610930,Female,35,Member,572,1,0,Home and lifestyle,6,4.785,15.95,100.485,5.1,0,2
4662,389-25-3394,C,15716800,Male,31,Normal,582,1,1,Electronic accessories,5,2.9525,11.81,62.0025,9.4,0,70
4663,525-09-8450,B,15759140,Female,64,Normal,682,0,1,Electronic accessories,10,36.065,72.13,757.365,4.2,0,22
4664,895-66-0685,B,15754526,Male,36,Member,699,1,1,Food and beverages,3,2.712,18.08,56.952,8,0,4
4665,896-34-0956,A,15568915,Male,38,Normal,681,1,0,Fashion accessories,1,1.066,21.32,22.386,5.9,0,2
4666,827-44-5872,B,15756155,Male,32,Member,645,0,1,Food and beverages,10,27.18,54.36,570.78,6.1,0,67
4667,318-12-0304,A,15601873,Female,36,Normal,677,1,0,Fashion accessories,1,1.5305,30.61,32.1405,5.2,0,25
4668,336-78-2147,C,15723320,Female,25,Member,651,1,0,Home and lifestyle,8,25.564,63.91,536.844,4.6,0,20
4669,430-53-4718,B,15681206,Female,49,Member,722,1,0,Health and beauty,8,30.148,75.37,633.108,8.4,1,2
4670,746-68-6593,C,15733387,Female,53,Member,707,1,1,Sports and travel,2,8.716,87.16,183.036,9.7,0,51
4671,548-48-3156,A,15777211,Male,65,Member,515,1,1,Food and beverages,2,8.334,83.34,175.014,7.6,0,46
4672,556-97-7101,C,15642515,Female,42,Normal,620,0,1,Electronic accessories,2,6.322,63.22,132.762,8.5,0,25
4673,133-77-3154,B,15759874,Male,44,Member,532,1,0,Fashion accessories,4,12.036,60.18,252.756,9.4,1,13
4674,689-16-9784,C,15637240,Male,46,Normal,541,1,0,Food and beverages,6,14.031,46.77,294.651,6,0,25
4675,438-01-4015,B,15724269,Male,25,Member,670,1,1,Sports and travel,4,9.898,49.49,207.858,6.6,0,26
4676,191-29-0321,B,15713644,Male,22,Member,686,1,0,Fashion accessories,10,9.885,19.77,207.585,5,0,43
4677,568-90-5112,C,15753102,Male,44,Normal,752,1,0,Health and beauty,4,13.228,66.14,277.788,5.6,0,19
4678,109-28-2512,B,15767794,Male,31,Member,744,1,1,Fashion accessories,6,29.283,97.61,614.943,9.9,0,10
4679,139-32-4183,A,15768163,Female,46,Member,655,1,0,Sports and travel,9,43.866,97.48,921.186,7.4,1,2
4680,525-09-8450,B,15746183,Female,27,Normal,573,1,1,Electronic accessories,10,36.065,72.13,757.365,4.2,0,72
4681,290-68-2984,A,15606472,Female,38,Normal,585,1,1,Home and lifestyle,4,4.75,23.75,99.75,5.2,0,18
4682,568-90-5112,C,15814675,Female,39,Normal,642,1,0,Health and beauty,4,13.228,66.14,277.788,5.6,1,9
4683,616-24-2851,B,15605327,Male,35,Member,607,1,1,Fashion accessories,4,3.574,17.87,75.054,6.5,0,27
4684,845-51-0542,B,15570895,Male,42,Member,608,1,0,Food and beverages,9,20.9475,46.55,439.8975,6.4,0,24
4685,710-46-4433,B,15789546,Male,28,Member,639,1,0,Food and beverages,9,34.83,77.4,731.43,4.5,0,69
4686,789-23-8625,B,15764072,Female,31,Member,759,1,1,Fashion accessories,3,13.983,93.22,293.643,7.2,0,46
4687,457-12-0244,C,15586243,Male,44,Member,667,1,1,Sports and travel,6,10.566,35.22,221.886,6.5,0,72
4688,153-58-4872,C,15812040,Male,36,Member,594,0,0,Food and beverages,4,14.978,74.89,314.538,4.2,0,22
4689,445-30-9252,A,15606158,Female,39,Normal,644,1,0,Sports and travel,3,3.855,25.7,80.955,6.1,0,70
4690,134-75-2619,A,15779481,Male,34,Member,628,1,1,Electronic accessories,7,6.762,19.32,142.002,6.9,0,2
4691,359-94-5395,B,15797627,Male,54,Normal,732,0,1,Health and beauty,1,4.639,92.78,97.419,9.8,0,31
4692,196-01-2849,C,15602043,Female,46,Member,770,0,0,Fashion accessories,7,25.683,73.38,539.343,9.5,0,56
4693,451-73-2711,C,15725036,Male,42,Normal,709,0,1,Food and beverages,1,4.2415,84.83,89.0715,8.8,0,16
4694,546-80-2899,A,15641675,Female,49,Member,611,0,0,Home and lifestyle,2,3.769,37.69,79.149,9.5,1,52
4695,445-30-9252,A,15713505,Male,31,Normal,554,0,1,Sports and travel,3,3.855,25.7,80.955,6.1,0,13
4696,734-91-1155,B,15649414,Female,61,Normal,570,1,1,Electronic accessories,3,6.8565,45.71,143.9865,7.7,0,35
4697,457-12-0244,C,15574868,Male,36,Member,792,0,0,Sports and travel,6,10.566,35.22,221.886,6.5,0,59
4698,149-15-7606,B,15788215,Female,30,Member,535,0,0,Sports and travel,9,16.794,37.32,352.674,5.1,1,72
4699,578-80-7669,B,15577107,Female,22,Normal,657,0,1,Sports and travel,1,3.7485,74.97,78.7185,5.6,1,66
4700,139-52-2867,C,15770548,Female,28,Normal,453,1,0,Fashion accessories,7,7.8785,22.51,165.4485,4.8,0,49
4701,848-42-2560,A,15599976,Female,27,Normal,749,1,0,Fashion accessories,2,8.191,81.91,172.011,7.8,0,2
4702,745-71-3520,A,15622507,Female,40,Member,748,0,0,Electronic accessories,7,8.827,25.22,185.367,8.2,0,21
4703,102-06-2002,C,15623143,Female,43,Member,732,1,0,Sports and travel,5,6.3125,25.25,132.5625,6.1,0,54
4704,731-81-9469,C,15617790,Female,29,Member,626,0,0,Sports and travel,10,44.9,89.8,942.9,5.4,0,24
4705,539-21-7227,B,15618581,Male,25,Normal,668,1,1,Sports and travel,5,12.885,51.54,270.585,4.2,0,1
4706,390-80-5128,B,15646302,Female,24,Member,705,1,0,Health and beauty,1,0.9575,19.15,20.1075,9.5,0,6
4707,807-34-3742,A,15589361,Male,34,Normal,716,1,1,Fashion accessories,1,2.619,52.38,54.999,5.8,0,1
4708,731-14-2199,A,15580252,Male,44,Member,748,0,1,Home and lifestyle,10,17.77,35.54,373.17,7,0,49
4709,593-08-5916,A,15600911,Male,33,Normal,712,1,0,Fashion accessories,1,0.775,15.5,16.275,7.4,0,56
4710,655-85-5130,B,15586264,Male,43,Member,572,1,0,Fashion accessories,4,7.66,38.3,160.86,5.7,1,56
4711,585-03-5943,B,15569430,Female,36,Normal,704,1,0,Health and beauty,10,9.055,18.11,190.155,5.9,0,6
4712,860-73-6466,A,15785782,Male,48,Member,513,1,1,Sports and travel,2,3.947,39.47,82.887,5,1,32
4713,118-62-1812,C,15764491,Male,35,Member,701,1,1,Home and lifestyle,4,15.676,78.38,329.196,7.9,0,50
4714,316-01-3952,A,15655082,Female,48,Normal,607,1,0,Food and beverages,5,13.5675,54.27,284.9175,4.6,1,58
4715,299-46-1805,B,15715297,Female,40,Member,779,1,1,Sports and travel,6,28.116,93.72,590.436,4.5,0,65
4716,407-63-8975,A,15782454,Male,49,Normal,552,1,1,Food and beverages,6,22.164,73.88,465.444,4.4,1,64
4717,175-54-2529,A,15604217,Male,34,Member,726,0,0,Food and beverages,8,8.868,22.17,186.228,9.6,0,66
4718,347-56-2442,A,15772482,Male,28,Normal,829,1,0,Home and lifestyle,1,3.291,65.82,69.111,4.1,1,38
4719,233-34-0817,C,15630617,Male,36,Member,727,1,1,Electronic accessories,1,4.942,98.84,103.782,8.4,1,20
